Symbol,Buy/Sell,Quantity,Price
TTT,Sell,460,1338.7
GKH,Buy,160,1326.3
TTT,Buy,600,1329.2
JJJ,Buy,150,741
SSS,Buy,590,870
SSS,Buy,80,871
BBB,Buy,80,467
FVD,Buy,680,646
HSW,Sell,200,1059.9
TTT,Sell,150,1340.1
CCC,Sell,90,1226.3
VVV,Buy,440,1410.8
TTT,Sell,40,1338.7
DLH,Sell,600,173
GKH,Buy,430,1326.7
RRR,Buy,140,115
TTT,Buy,740,1325.3
UUU,Sell,650,678
PDB,Buy,770,468
MMM,Buy,540,1677.2
FFF,Sell,90,246
SSS,Sell,740,882
FFF,Sell,700,249
GKH,Sell,970,1337.9
MMM,Sell,20,1667.7
UUU,Buy,520,683
FFF,Sell,360,244
DLH,Buy,300,174
BBB,Buy,440,459
CCC,Buy,350,1252.4
PDB,Buy,250,461
TTT,Buy,710,1318.9
SSS,Sell,670,870
GGG,Sell,100,582
PPP,Buy,870,963
TQM,Sell,390,1080.9
TTT,Sell,160,1327.6
UUU,Buy,490,686
FFF,Buy,170,247
EEE,Buy,210,1316.1
DLH,Buy,110,173
GGG,Buy,900,591
YYY,Buy,680,63
VVV,Buy,420,1393.7
FFF,Buy,930,247
EEE,Buy,810,1318.5
VVV,Buy,740,1416.8
TQM,Buy,940,1071.9
TTT,Sell,140,1343.3
VVV,Sell,350,1428.1
XXX,Sell,940,1330.2
TTT,Buy,450,1323
CGG,Sell,590,1408.2
PPP,Buy,970,963
VVV,Sell,700,1407.6
FFF,Buy,90,244
PDB,Buy,920,469
HRT,Sell,160,931
EEE,Sell,70,1324.1
TQM,Sell,270,1053.3
TTT,Buy,90,1321.9
TQM,Buy,280,1065.1
TTT,Sell,340,1306.7
TQM,Buy,480,1056.2
DLH,Buy,390,174
HRT,Buy,350,903
EEE,Sell,20,1332.1
GGG,Buy,540,586
HRT,Buy,660,908
SSS,Sell,350,880
BBB,Buy,700,467
FVD,Sell,600,652
HHH,Sell,650,1916.1
EEE,Sell,320,1339.5
MDU,Buy,680,1640.8
ZZZ,Buy,60,1661.8
DLH,Buy,720,174
EEE,Sell,160,1314.4
MMM,Buy,310,1669.6
GKH,Sell,500,1349.7
RRR,Buy,230,112
AAA,Buy,280,1217
BBB,Sell,180,469
CCC,Buy,290,1246.9
HRT,Buy,440,913
EEE,Sell,810,1306.6
TQM,Sell,100,1068
DLH,Buy,40,178
DLH,Buy,50,177
PPP,Sell,910,944
NEH,Sell,170,512
XXX,Sell,950,1351.4
PDB,Buy,110,464
TQM,Sell,180,1073.5
MDU,Buy,230,1643.9
PDB,Sell,850,470
PDB,Buy,410,458
PPP,Sell,100,959
TQM,Sell,60,1064.5
PDB,Buy,850,470
CCC,Sell,520,1240.2
FFF,Sell,610,249
NNN,Buy,20,619
RRR,Buy,400,114
HSW,Sell,480,1082.3
FFF,Buy,510,245
TTT,Sell,640,1332.9
HRT,Buy,590,897
FFF,Sell,510,247
CCC,Sell,390,1247.5
MMM,Sell,260,1696.6
NEH,Sell,260,520
HRT,Buy,290,920
BBB,Sell,790,461
BBB,Buy,480,467
TQM,Sell,910,1055.8
PDB,Buy,800,464
YYY,Buy,800,62
HRT,Buy,770,899
GKH,Buy,40,1328.9
VVV,Sell,780,1417.1
BBB,Sell,220,465
TTT,Buy,960,1330.2
DLH,Buy,190,172
CCC,Buy,30,1225.7
PDB,Buy,90,458
EEE,Sell,380,1319.1
JJJ,Buy,290,741
TQM,Sell,230,1086.5
NEH,Buy,480,521
QQQ,Buy,40,1651.2
GGG,Buy,530,593
DLH,Buy,80,171
FVD,Sell,760,653
HRT,Sell,280,912
VVV,Sell,40,1414
KKK,Buy,380,1658.5
GKH,Sell,750,1340
HRT,Sell,330,907
FVD,Sell,560,666
PDB,Buy,140,459
PPP,Buy,50,949
HRT,Buy,80,905
FFF,Buy,570,247
AAA,Sell,370,1223.2
NNN,Buy,470,619
EEE,Sell,870,1314.2
SSS,Sell,730,873
CCC,Sell,430,1236.6
VVV,Sell,510,1409.8
CCC,Buy,820,1252.5
MDU,Sell,620,1639.4
FVD,Buy,750,664
NEH,Sell,570,507
NEH,Buy,630,526
MDU,Buy,500,1609.5
GKH,Sell,620,1331.1
GGG,Buy,50,588
PPP,Sell,450,942
AAA,Buy,870,1231.2
TTT,Sell,560,1309.5
TTT,Sell,890,1301.2
GKH,Sell,240,1327
SSS,Sell,840,860
RRR,Buy,500,111
QQQ,Buy,760,1684.2
KKK,Buy,390,1663.8
QQQ,Buy,690,1648.5
EEE,Buy,210,1350.4
RRR,Sell,910,113
KKK,Sell,450,1674.8
VVV,Buy,450,1396.7
GGG,Sell,360,590
TQM,Buy,870,1077
VVV,Buy,570,1420
TQM,Sell,790,1064.5
DLH,Buy,340,172
NEH,Buy,720,513
PPP,Sell,10,952
YYY,Buy,30,62
PPP,Buy,230,947
GGG,Sell,510,591
PPP,Buy,780,946
AAA,Sell,840,1217.3
VVV,Sell,730,1412
HRT,Buy,500,929
FFF,Buy,870,247
TTT,Sell,520,1324
PDB,Buy,310,460
GGG,Sell,230,593
KKK,Sell,380,1701.7
XXX,Sell,250,1383.2
NEH,Buy,570,525
GGG,Sell,610,574
VVV,Sell,360,1408.4
NEH,Buy,60,514
RRR,Sell,450,113
EEE,Sell,880,1332.7
EEE,Sell,690,1303.5
TQM,Sell,530,1068.5
TQM,Sell,380,1067.6
AAA,Sell,190,1209.9
CCC,Sell,600,1239.9
PDB,Sell,80,461
FFF,Sell,960,243
DLH,Buy,610,176
DLH,Buy,930,171
NEH,Sell,60,512
PPP,Sell,400,964
PPP,Sell,600,960
TTT,Sell,330,1343.9
UUU,Sell,200,675
EEE,Sell,550,1319.5
GGG,Buy,170,594
SSS,Sell,420,876
RRR,Sell,620,112
UUU,Buy,630,690
EEE,Sell,740,1350.8
RRR,Buy,710,113
CCC,Buy,440,1240.4
MDU,Sell,20,1663.1
EEE,Buy,700,1350.3
FVD,Buy,20,649
TQM,Buy,510,1079
MDU,Sell,50,1623.1
JJJ,Sell,60,729
XXX,Buy,360,1350.2
SSS,Sell,460,867
QQQ,Sell,530,1658.2
FFF,Sell,190,249
GKH,Buy,50,1327.7
FFF,Buy,410,249
DLH,Buy,320,175
YYY,Buy,460,61
RRR,Sell,130,113
KKK,Buy,80,1676
FFF,Buy,300,246
CCC,Sell,320,1241
TTT,Sell,620,1335
SSS,Buy,760,874
TTT,Sell,100,1302.6
HSW,Sell,990,1076.8
GKH,Sell,600,1338.2
NEH,Sell,930,511
DLH,Sell,940,172
GGG,Buy,50,590
FVD,Sell,710,646
AAA,Sell,690,1220.7
FFF,Buy,480,248
PPP,Sell,80,944
DLH,Sell,100,172
DLH,Buy,690,172
FVD,Sell,70,665
GKH,Buy,530,1335.1
GKH,Buy,940,1315.5
AAA,Sell,60,1212.3
FFF,Sell,70,250
NNN,Buy,440,635
YYY,Buy,60,62
MDU,Sell,930,1646.4
MMM,Buy,50,1666.2
NEH,Sell,970,515
GKH,Buy,580,1333
PDB,Sell,300,461
PPP,Sell,650,936
CGG,Buy,510,1396.2
PDB,Sell,840,460
CCC,Sell,50,1248
QQQ,Buy,250,1657.8
FFF,Buy,850,249
EEE,Sell,180,1314.4
FFF,Sell,880,247
NEH,Sell,790,516
CCC,Buy,160,1222.2
MMM,Buy,370,1680.6
PDB,Buy,320,464
PPP,Buy,380,962
VVV,Sell,750,1416.8
VVV,Sell,130,1428.5
DLH,Buy,170,173
FFF,Sell,280,245
HSW,Sell,490,1095.9
EEE,Sell,520,1321.6
PPP,Buy,390,941
EEE,Sell,10,1327.5
VVV,Sell,590,1436.1
WWW,Buy,430,1539.8
GKH,Buy,500,1316.1
DLH,Sell,940,175
TTT,Sell,950,1329.6
EEE,Buy,540,1314.6
HRT,Buy,810,907
PPP,Sell,600,956
HRT,Buy,440,928
RRR,Sell,640,113
MMM,Sell,770,1698.5
TQM,Buy,400,1060
UUU,Buy,810,691
HRT,Sell,990,-908
MMM,Sell,460,1687.9
NEH,Sell,610,506
EEE,Sell,110,1338.7
SSS,Sell,420,877
PDB,Sell,500,455
MDU,Sell,330,1640.5
GGG,Buy,700,598
FFF,Sell,620,247
VVV,Sell,870,1433.5
HRT,Buy,490,903
EEE,Buy,830,1330.2
SSS,Sell,800,879
EEE,Buy,700,1328.1
FFF,Sell,810,247
AAA,Sell,800,1203.3
AAA,Buy,800,1226.3
CGG,Buy,610,1434.1
MMM,Buy,110,1686.7
UUU,Buy,710,669
PPP,Buy,0,946
VVV,Sell,690,1410.3
TTT,Sell,160,1338.1
FFF,Sell,800,247
CGG,Buy,400,1400.1
BBB,Sell,250,460
